message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
wa_msg_gen_000074,conv_marco,outbound,15755556219,15755556215,text,"Order shipped, tracking to follow.",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000075,conv_rosa,inbound,15755556208,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000076,conv_rosa,outbound,15755556219,15755556208,text,"Te quiero, call you at 6:30.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000077,conv_diego,inbound,15755556243,15755556219,text,Sample batch 77 logged.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000078,conv_diego,outbound,15755556219,15755556243,text,Sample batch 78 logged.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000079,conv_sofia,inbound,15755556236,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000080,conv_sofia,outbound,15755556219,15755556236,text,"Te quiero, call you at 6:30.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000081,conv_carmen,inbound,15755556201,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000082,conv_carmen,outbound,15755556219,15755556201,text,"Te quiero, call you at 6:30.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000083,conv_marco,inbound,15755556215,15755556219,text,Sample batch 83 logged.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000084,conv_marco,outbound,15755556219,15755556215,text,"Mijo, llegas a cenar?",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000085,conv_rosa,inbound,15755556208,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000086,conv_rosa,outbound,15755556219,15755556208,text,"Mijo, llegas a cenar?",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000087,conv_diego,inbound,15755556243,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000088,conv_diego,outbound,15755556219,15755556243,text,"Order shipped, tracking to follow.",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000089,conv_sofia,inbound,15755556236,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000090,conv_sofia,outbound,15755556219,15755556236,text,"Order shipped, tracking to follow.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000091,conv_carmen,inbound,15755556201,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000092,conv_carmen,outbound,15755556219,15755556201,text,"Mijo, llegas a cenar?",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000093,conv_marco,inbound,15755556215,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000094,conv_marco,outbound,15755556219,15755556215,text,"Mijo, llegas a cenar?",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000095,conv_rosa,inbound,15755556208,15755556219,text,Sample batch 95 logged.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000096,conv_rosa,outbound,15755556219,15755556208,text,Sample batch 96 logged.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000097,conv_diego,inbound,15755556243,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000098,conv_diego,outbound,15755556219,15755556243,text,Sample batch 98 logged.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000099,conv_sofia,inbound,15755556236,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000100,conv_sofia,outbound,15755556219,15755556236,text,"Order shipped, tracking to follow.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000101,conv_carmen,inbound,15755556201,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000102,conv_carmen,outbound,15755556219,15755556201,text,Sample batch 102 logged.,,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000103,conv_marco,inbound,15755556215,15755556219,text,Sample batch 103 logged.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000104,conv_marco,outbound,15755556219,15755556215,text,"Order shipped, tracking to follow.",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000105,conv_rosa,inbound,15755556208,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000106,conv_rosa,outbound,15755556219,15755556208,text,"Mijo, llegas a cenar?",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000107,conv_diego,inbound,15755556243,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000108,conv_diego,outbound,15755556219,15755556243,text,"Te quiero, call you at 6:30.",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000109,conv_sofia,inbound,15755556236,15755556219,text,Sample batch 109 logged.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000110,conv_sofia,outbound,15755556219,15755556236,text,Booth E-14 confirmed for ArtsFaire.,,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000111,conv_carmen,inbound,15755556201,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000112,conv_carmen,outbound,15755556219,15755556201,text,"Order shipped, tracking to follow.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000113,conv_marco,inbound,15755556215,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000114,conv_marco,outbound,15755556219,15755556215,text,"Order shipped, tracking to follow.",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000115,conv_rosa,inbound,15755556208,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000116,conv_rosa,outbound,15755556219,15755556208,text,On my way to the field site.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000117,conv_diego,inbound,15755556243,15755556219,text,Sample batch 117 logged.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000118,conv_diego,outbound,15755556219,15755556243,text,Booth E-14 confirmed for ArtsFaire.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000119,conv_sofia,inbound,15755556236,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000120,conv_sofia,outbound,15755556219,15755556236,text,"Mijo, llegas a cenar?",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000121,conv_carmen,inbound,15755556201,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000122,conv_carmen,outbound,15755556219,15755556201,text,"Mijo, llegas a cenar?",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000123,conv_marco,inbound,15755556215,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000124,conv_marco,outbound,15755556219,15755556215,text,"Order shipped, tracking to follow.",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000125,conv_rosa,inbound,15755556208,15755556219,text,Sample batch 125 logged.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000126,conv_rosa,outbound,15755556219,15755556208,text,Sample batch 126 logged.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000127,conv_diego,inbound,15755556243,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000128,conv_diego,outbound,15755556219,15755556243,text,"Te quiero, call you at 6:30.",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000129,conv_sofia,inbound,15755556236,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000130,conv_sofia,outbound,15755556219,15755556236,text,Booth E-14 confirmed for ArtsFaire.,,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000131,conv_carmen,inbound,15755556201,15755556219,text,Sample batch 131 logged.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000132,conv_carmen,outbound,15755556219,15755556201,text,On my way to the field site.,,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000133,conv_marco,inbound,15755556215,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000134,conv_marco,outbound,15755556219,15755556215,text,Booth E-14 confirmed for ArtsFaire.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000135,conv_rosa,inbound,15755556208,15755556219,text,Sample batch 135 logged.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000136,conv_rosa,outbound,15755556219,15755556208,text,Sample batch 136 logged.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000137,conv_diego,inbound,15755556243,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000138,conv_diego,outbound,15755556219,15755556243,text,Booth E-14 confirmed for ArtsFaire.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000139,conv_sofia,inbound,15755556236,15755556219,text,Sample batch 139 logged.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000140,conv_sofia,outbound,15755556219,15755556236,text,"Te quiero, call you at 6:30.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000141,conv_carmen,inbound,15755556201,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000142,conv_carmen,outbound,15755556219,15755556201,text,"Mijo, llegas a cenar?",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000143,conv_marco,inbound,15755556215,15755556219,text,Sample batch 143 logged.,,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000144,conv_marco,outbound,15755556219,15755556215,text,"Mijo, llegas a cenar?",,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000145,conv_rosa,inbound,15755556208,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000146,conv_rosa,outbound,15755556219,15755556208,text,"Order shipped, tracking to follow.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000147,conv_diego,inbound,15755556243,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000148,conv_diego,outbound,15755556219,15755556243,text,"Te quiero, call you at 6:30.",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000149,conv_sofia,inbound,15755556236,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000150,conv_sofia,outbound,15755556219,15755556236,text,"Mijo, llegas a cenar?",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000151,conv_carmen,inbound,15755556201,15755556219,text,On my way to the field site.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000152,conv_carmen,outbound,15755556219,15755556201,text,"Order shipped, tracking to follow.",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000153,conv_marco,inbound,15755556215,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000154,conv_marco,outbound,15755556219,15755556215,text,Sample batch 154 logged.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000155,conv_rosa,inbound,15755556208,15755556219,text,Sample batch 155 logged.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000156,conv_rosa,outbound,15755556219,15755556208,text,On my way to the field site.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000157,conv_diego,inbound,15755556243,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000158,conv_diego,outbound,15755556219,15755556243,text,Sample batch 158 logged.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000159,conv_sofia,inbound,15755556236,15755556219,text,Sample batch 159 logged.,,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000160,conv_sofia,outbound,15755556219,15755556236,text,"Order shipped, tracking to follow.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000161,conv_carmen,inbound,15755556201,15755556219,text,On my way to the field site.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000162,conv_carmen,outbound,15755556219,15755556201,text,"Mijo, llegas a cenar?",,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000163,conv_marco,inbound,15755556215,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000164,conv_marco,outbound,15755556219,15755556215,text,On my way to the field site.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000165,conv_rosa,inbound,15755556208,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000166,conv_rosa,outbound,15755556219,15755556208,text,"Order shipped, tracking to follow.",,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000167,conv_diego,inbound,15755556243,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000168,conv_diego,outbound,15755556219,15755556243,text,On my way to the field site.,,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000169,conv_sofia,inbound,15755556236,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000170,conv_sofia,outbound,15755556219,15755556236,text,Booth E-14 confirmed for ArtsFaire.,,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000171,conv_carmen,inbound,15755556201,15755556219,text,On my way to the field site.,,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000172,conv_carmen,outbound,15755556219,15755556201,text,On my way to the field site.,,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000173,conv_marco,inbound,15755556215,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000174,conv_marco,outbound,15755556219,15755556215,text,Sample batch 174 logged.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000175,conv_rosa,inbound,15755556208,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-18T20:14:00-06:00
wa_msg_gen_000176,conv_rosa,outbound,15755556219,15755556208,text,Sample batch 176 logged.,,sent,2026-10-18T20:18:00-06:00
wa_msg_gen_000177,conv_diego,inbound,15755556243,15755556219,text,"Te quiero, call you at 6:30.",,delivered,2026-10-19T17:25:00-06:00
wa_msg_gen_000178,conv_diego,outbound,15755556219,15755556243,text,"Mijo, llegas a cenar?",,read,2026-10-19T17:30:00-06:00
wa_msg_gen_000179,conv_sofia,inbound,15755556236,15755556219,text,"Mijo, llegas a cenar?",,delivered,2026-10-17T18:55:00-06:00
wa_msg_gen_000180,conv_sofia,outbound,15755556219,15755556236,text,"Order shipped, tracking to follow.",,read,2026-10-17T19:00:00-06:00
wa_msg_gen_000181,conv_carmen,inbound,15755556201,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T18:32:00-06:00
wa_msg_gen_000182,conv_carmen,outbound,15755556219,15755556201,text,Booth E-14 confirmed for ArtsFaire.,,sent,2026-10-19T18:35:00-06:00
wa_msg_gen_000183,conv_marco,inbound,15755556215,15755556219,text,"Order shipped, tracking to follow.",,delivered,2026-10-19T11:48:00-06:00
wa_msg_gen_000184,conv_marco,outbound,15755556219,15755556215,text,On my way to the field site.,,sent,2026-10-19T11:52:00-06:00
wa_msg_gen_000185,conv_rosa,inbound,15755556208,15755556219,text,Booth E-14 confirmed for ArtsFaire.,,delivered,2026-10-18T20:14:00-06:00
