message_id,conversation_id,direction,from_wa_id,to_wa_id,type,text,template_name,status,sent_at
wam_046,conv_nathalie,inbound,15552201,15552200,text,Can you do bedtime tonight? I'm running late.,,delivered,2026-10-09T17:30:00-04:00
wam_047,conv_nathalie,inbound,15552201,15552200,text,I'll grab groceries on the way home.,,read,2026-10-13T07:45:00-04:00
wam_048,conv_family,inbound,15552201,15552200,text,Can you do bedtime tonight? I'm running late.,,delivered,2026-10-11T17:45:00-04:00
wam_049,conv_nathalie,inbound,15552201,15552200,text,I'll take the 15th pickup so you can present.,,read,2026-10-11T17:15:00-04:00
wam_050,conv_nathalie,inbound,15552201,15552200,text,Who's got Emile pickup the evening of the 15th?,,sent,2026-10-03T18:15:00-04:00
wam_051,conv_family,outbound,15552200,15552201,text,I'll take the 15th pickup so you can present.,,sent,2026-10-03T12:45:00-04:00
wam_052,conv_family,outbound,15552200,15552201,text,"Dinner's pasta, Emile-approved.",,read,2026-10-04T15:00:00-04:00
wam_053,conv_nathalie,outbound,15552200,15552201,text,Emile's school sent a field-trip form.,,sent,2026-10-02T12:15:00-04:00
wam_054,conv_nathalie,outbound,15552200,15552201,text,Emile's school sent a field-trip form.,,delivered,2026-10-02T08:30:00-04:00
wam_055,conv_nathalie,outbound,15552200,15552201,text,Who's got Emile pickup the evening of the 15th?,,sent,2026-10-12T19:30:00-04:00
wam_056,conv_nathalie,inbound,15552201,15552200,text,I'll grab groceries on the way home.,,delivered,2026-10-07T14:00:00-04:00
wam_057,conv_nathalie,outbound,15552200,15552201,text,I'll grab groceries on the way home.,,sent,2026-10-08T07:00:00-04:00
