id,parent_type,parent_id,title,created_time,last_edited_time,created_by,archived,icon,cover_url
pg_gen_000030,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000031,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000032,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000033,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000034,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000035,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000036,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000037,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000038,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000039,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000040,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000041,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000042,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000043,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000044,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000045,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000046,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000047,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000048,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000049,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000050,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000051,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000052,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000053,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000054,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000055,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000056,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000057,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000058,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000059,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000060,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000061,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000062,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000063,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000064,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000065,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000066,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000067,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000068,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000069,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000070,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000071,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000072,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000073,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000074,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000075,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000076,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000077,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000078,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000079,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000080,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000081,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000082,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000083,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000084,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000085,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000086,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000087,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000088,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000089,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000090,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000091,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000092,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000093,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000094,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000095,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000096,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000097,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000098,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000099,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000100,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000101,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000102,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000103,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000104,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000105,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000106,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000107,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000108,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000109,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000110,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000111,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000112,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000113,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000114,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000115,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000116,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000117,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000118,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000119,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000120,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000121,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000122,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000123,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000124,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000125,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000126,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000127,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000128,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000129,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000130,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000131,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000132,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000133,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000134,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000135,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000136,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000137,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000138,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000139,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000140,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000141,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000142,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000143,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000144,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000145,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000146,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000147,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000148,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000149,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000150,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000151,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000152,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
pg_gen_000153,workspace,ws_dac_env,DAC Environmental Services — home,2024-03-01T09:10:00-07:00,2026-09-30T16:12:00-06:00,user_ian,False,🏞️,
pg_gen_000154,database,db_dac_sops,SOP — monthly grab sampling (v4),2026-08-12T13:42:00-06:00,2026-09-04T09:18:00-06:00,user_ian,False,📄,
pg_gen_000155,database,db_dac_sops,SOP — chain-of-custody handling,2026-08-12T13:45:00-06:00,2026-08-12T13:45:00-06:00,user_ian,False,📄,
pg_gen_000156,workspace,ws_salazar_leather,Salazar Leathercraft — home,2025-01-12T19:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🧶,
pg_gen_000157,database,db_leather_inventory,Materials — full-grain vegtan,2025-01-13T08:05:00-07:00,2026-10-12T20:14:00-06:00,user_ian,False,🐂,
pg_gen_000158,workspace,ws_dac_env,Clearwater Environmental Trust Grant — 2026 cohort,2026-01-06T09:00:00-07:00,2026-10-14T11:20:00-06:00,user_ian,False,💧,
pg_gen_000159,workspace,ws_salazar_leather,Leathercraft - commission log,2026-08-01T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_marco,False,scroll,
pg_gen_000160,page,pg_clearwater_grant,Clearwater grant - Y1 budget workbook (v3),2026-10-05T09:00:00.000Z,2026-10-19T09:00:00.000Z,user_ian,False,bar_chart,
