id,name,real_name,email,is_admin,is_bot,tz,status_text,presence
U_gen_000016,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000017,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000018,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000019,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000020,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000021,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000022,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000023,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000024,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000025,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000026,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000027,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000028,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000029,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000030,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000031,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000032,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000033,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000034,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000035,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000036,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000037,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000038,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000039,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000040,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000041,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000042,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000043,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000044,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000045,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000046,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000047,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000048,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000049,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000050,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000051,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000052,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000053,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000054,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000055,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000056,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000057,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000058,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000059,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000060,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000061,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000062,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000063,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000064,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000065,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000066,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000067,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000068,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000069,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000070,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000071,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000072,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000073,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000074,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000075,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000076,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000077,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000078,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000079,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000080,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000081,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000082,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000083,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000084,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000085,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000086,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000087,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000088,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000089,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000090,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000091,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000092,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000093,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000094,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000095,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000096,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000097,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000098,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000099,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000100,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000101,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000102,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000103,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000104,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000105,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000106,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000107,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000108,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000109,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000110,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000111,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000112,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000113,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000114,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000115,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000116,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000117,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000118,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000119,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000120,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000121,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000122,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000123,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000124,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000125,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000126,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000127,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000128,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000129,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000130,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000131,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000132,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000133,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000134,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000135,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000136,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000137,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000138,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000139,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000140,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000141,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000142,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000143,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000144,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000145,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000146,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000147,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000148,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000149,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000150,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000151,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000152,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000153,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000154,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000155,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000156,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000157,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000158,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000159,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000160,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000161,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000162,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000163,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000164,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000165,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000166,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000167,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000168,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000169,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000170,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000171,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000172,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000173,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000174,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000175,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000176,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000177,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000178,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000179,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000180,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000181,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000182,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000183,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000184,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000185,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000186,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000187,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000188,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000189,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000190,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000191,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000192,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000193,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000194,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000195,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000196,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000197,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000198,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000199,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000200,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000201,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000202,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000203,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000204,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000205,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000206,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000207,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000208,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000209,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000210,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000211,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000212,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000213,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000214,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000215,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000216,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000217,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000218,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000219,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000220,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000221,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000222,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000223,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000224,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000225,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000226,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000227,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000228,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000229,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000230,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000231,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000232,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000233,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000234,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000235,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000236,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000237,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000238,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000239,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000240,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000241,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000242,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000243,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000244,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000245,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
U_gen_000246,samuel.olivera,Dr. Sam Olivera,samuel.olivera@example.org,True,False,America/Denver,,away
U_gen_000247,natalia.cordero,Natalia Cordero,natalia.cordero@dac-env.gov,False,False,America/Denver,,active
U_gen_000248,diego.trujillo,Diego Trujillo,diego.trujillo@dac-env.gov,False,False,America/Denver,,active
U_gen_000249,ian.salazar,Ian Salazar,ian.salazar@dac-env.gov,False,False,America/Denver,field — back at 17:00,active
